Title,Text,Author,Source,Label,,,
This Weekend's Onion Magazine: https:,,The Onion,Twitter,Satirical,,,
"This Weekend's Onion Magazine: ""Could Winning The House And 7 Governorships Spell The End Of The Democratic Party?""… https:",,The Onion,Twitter,Satirical,,,
Panicked Falcons Discover Scratch In Mercedes Benz Stadium https:,,The Onion,Twitter,Satirical,,,
Is Cindy Gruden Worth More Than The 7th-Round Pick Jon Gruden Traded Her For? https:,,The Onion,Twitter,Satirical,,,
Report: U.S. Still Leads World With Highest Density Of Kevins https:,,The Onion,Twitter,Satirical,,,
Man Not Accepting Any More Television Recommendations At This Time https:,,The Onion,Twitter,Satirical,,,
RT @TheOnion: Elon Musk Unveils New Clean Energy Luxury Car Pulled By 8 Tesla Employees https:,,The Onion,Twitter,Satirical,,,
"We’d obviously admired each other’s work from afar, but once we got to talking, we found out we actually had a ton… https://t.co/Aw9zDnLDPA",,The Onion,Twitter,Satirical,,,
Sci-Fi Film Presents Vision Of Future In Which Women Never Speak To Each Other https:,,The Onion,Twitter,Satirical,,,
Area Man Thankful To Be Single During Golden Age Of Television https:,,The Onion,Twitter,Satirical,,,
Kavanaugh Starting To Get Worried About Not Hearing Back After Job Interview https:,,The Onion,Twitter,Satirical,,,
Man Worried The 6th ‘Transformers’ Movie Will Just Be Stupid https:,,The Onion,Twitter,Satirical,,,
Media Company Looking For Ways To Get Rid Of Veteran 24-Year-Old Employee https:,,The Onion,Twitter,Satirical,,,
Hispanics Expected To Become Majority Of U.S. Population By Middle Of Father-In-Law’s Rant https:,,The Onion,Twitter,Satirical,,,
Congress Wishes They Could Help Puerto Rico But It’s All The Way Over There https:,,The Onion,Twitter,Satirical,,,
Female Friends Spend Raucous Night Validating The Living Shit Out Of Each Other https:,,The Onion,Twitter,Satirical,,,
Plan To Be More Positive Off To Shitty Fucking Start https:,,The Onion,Twitter,Satirical,,,
Boston Gangster Whitey Bulger Killed In West Virginia Prison https:,,The Onion,Twitter,Satirical,,,
Dunbar Family Forced To Discontinue Print Edition Of Christmas Newsletter https:,,The Onion,Twitter,Satirical,,,
"Job Candidate Awaiting Interviewer Just Smiling, Making Enthusiastic Eye Contact With Every Passerby In Lobby… https:",,The Onion,Twitter,Satirical,,,
Restaurant Entrance Doesn’t Work All Damn Day To Be Called ‘Other Door’ https:,,The Onion,Twitter,Satirical,,,
Man Running After Bus Delights Bus Occupants https:,,The Onion,Twitter,Satirical,,,
China Unable To Recruit Hackers Fast Enough To Keep Up With Vulnerabilities In U.S. Security Systems… https:,,The Onion,Twitter,Satirical,,,
Beto Voter Struggling To Refocus Her Sexual Fantasies On Ted Cruz https:,,The Onion,Twitter,Satirical,,,
Tips For Dealing With A Difficult Landlord https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: 5 Times Gandalf Tried To Cheer Up A Despondent Frodo Baggins With Stories From Warped Tour https:,,The Onion,Twitter,Satirical,,,
Study Finds Americans Lead World In Ability To Justify Unnecessary Purchases https:,,The Onion,Twitter,Satirical,,,
Amazon executives said they ultimately decided the location best suited to their ever-growing needs was the entiret… https:,,The Onion,Twitter,Satirical,,,
Pope Francis Renounces Papacy After Falling In Love With Beautiful American Divorcee https:,,The Onion,Twitter,Satirical,,,
Republicans Outraged Over RedTube Censoring Of Conservative Voices https:,,The Onion,Twitter,Satirical,,,
"This Hotel A Goddamn Maze, Reports Father https:",,The Onion,Twitter,Satirical,,,
Trump Slams Worldwide Jewish Conspiracy For Not Doing More To Prevent Synagogue Shooting https:,,The Onion,Twitter,Satirical,,,
Guy Riding ATV Has Really Been Looking Forward To Breaking His Neck On Wooded Trail https:,,The Onion,Twitter,Satirical,,,
NFL Urges Pass Rushers To Try Reaching Peaceful Resolution With Quarterbacks Before Resorting To Tackling… https:,,The Onion,Twitter,Satirical,,,
Area Man Fantasized About For One And Only Time In His Life https:,,The Onion,Twitter,Satirical,,,
Man Confident Perfect Dating App Waiting For Him Out There Somewhere https:,,The Onion,Twitter,Satirical,,,
Guy In Philosophy Class Needs To Shut The Fuck Up https:,,The Onion,Twitter,Satirical,,,
Proud Species Commits Suicide Rather Than Be Driven To Extinction By Humans https:,,The Onion,Twitter,Satirical,,,
Open-Ended New Bill Criminalizes Whatever Black People Up To Right Now https:,,The Onion,Twitter,Satirical,,,
Woman Shows Hairstylist Example Of Haircut She Wants https:,,The Onion,Twitter,Satirical,,,
Paul McCartney Saddened After Learning About Death Of Longtime Collaborator John Lennon https:,,The Onion,Twitter,Satirical,,,
FEMA Airdrops Emergency Cyanide Pills For Residents Stranded By Hurricane Florence https:,,The Onion,Twitter,Satirical,,,
"Cure For Cancer Only 10 Years Away, Announce Scientists Who Work Better Under A Deadline https:",,The Onion,Twitter,Satirical,,,
"Shit, Guy In Front Of You Ordering For Entire Construction Crew https:",,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
This Weekend's Onion Magazine: https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: 5 Common Relationship Issues That Not Even A Good Ol’-Fashioned Train Robbery Can Fix https:,,The Onion,Twitter,Satirical,,,
Informal Tone Of Cover Letter Sets Job Applicant Apart From Seriously Considered Candidates https:,,The Onion,Twitter,Satirical,,,
New Dating Site Suggests People You Already Know But Thought You Were Too Good For https:,,The Onion,Twitter,Satirical,,,
Guy Eating Pistachios And Watching 'Sniper' Doesn't Seem To Be Part Of Haunted House https:,,The Onion,Twitter,Satirical,,,
Elizabeth Warren Disappointed After DNA Test Shows Zero Trace Of Presidential Material https:,,The Onion,Twitter,Satirical,,,
@SteveKingIA “We have no choice but to relieve the congressman of his assignment.” https:,,The Onion,Twitter,Satirical,,,
Kavanaugh Says It’s Super Embarrassing And Sad That Christine Blasey Ford Still In Love With Him… https:,,The Onion,Twitter,Satirical,,,
Excited Shopper Decides To Wear New Butt Plug Out Of Store https:,,The Onion,Twitter,Satirical,,,
Campbell’s Unveils New Tomato Soup Humidifier https:,,The Onion,Twitter,Satirical,,,
How To Charge Your Phone Faster https:,,The Onion,Twitter,Satirical,,,
Man Wishes Women In Crowded Bar Would Let Him Read Jane Austen Novel In Peace https:,,The Onion,Twitter,Satirical,,,
Choking Man Can Already Tell Good Samaritan Has No Fucking Clue What They’re Doing https:,,The Onion,Twitter,Satirical,,,
Nation Baffled By Childless Woman Who Doesn’t Even Have High-Powered Career https:,,The Onion,Twitter,Satirical,,,
MLB Hoping To Boost Attendance At League Meetings With ‘Star Wars’ Night https:,,The Onion,Twitter,Satirical,,,
.@SteveKingIA: “This is a long-overdue piece of legislation that will help defend our country against the scourge o… https:,,The Onion,Twitter,Satirical,,,
'Saw' is a laughable propaganda film created by the government to discourage teenagers from experimenting with hand… https:,,The Onion,Twitter,Satirical,,,
Ben And Jerry’s Releases Donald Trump Resistance-Inspired Flavor https:,,The Onion,Twitter,Satirical,,,
This Weekend's Onion Magazine: https:,,The Onion,Twitter,Satirical,,,
LeBron James Crestfallen After Learning L.A. Doesn’t Have Any Rock And Roll Museums https:,,The Onion,Twitter,Satirical,,,
93-Year-Old Grandmother At Thanksgiving Worried This Last Time She Sees Fuck-Up Grandson Before He Dies… https:,,The Onion,Twitter,Satirical,,,
All-Business Adult In Halloween Shop Beelines It Straight For Pinhead Mask https:,,The Onion,Twitter,Satirical,,,
Nation Urged To Be Extra Sensitive To Men Reliving Trauma Of Not Getting Something https:,,The Onion,Twitter,Satirical,,,
Doctor Just Uses Same Ultrasound Picture For Every Baby https:,,The Onion,Twitter,Satirical,,,
On This Day In History: https:,,The Onion,Twitter,Satirical,,,
Uncle Put More Thought Than Usual Into This Year’s Gift Cards https:,,The Onion,Twitter,Satirical,,,
White House Increases Number Of Asylum Seekers Allowed To Enter Spike-Filled Refugee Compactor… https:,,The Onion,Twitter,Satirical,,,
"Why, all poor Santa’s asking for is a measly hundred billion smackers. ’Tis the season for giving, is it not?”… https://t.co/CYSpnSHPse",,The Onion,Twitter,Satirical,,,
RT @ClickHole: Huge Relief: This Student Thought He Was Being Bullied For Years But The Other Kid Was Just Joking Around https:,,The Onion,Twitter,Satirical,,,
"Your Horoscopes — Week Of August 21, 2018 https:",,The Onion,Twitter,Satirical,,,
Side Salad Clearly Made From Hamburger Toppings https:,,The Onion,Twitter,Satirical,,,
Argentina Tightens Security In Anticipation Of Numerous Criminals Arriving For G20 https:,,The Onion,Twitter,Satirical,,,
RT @TheOnion: Podiatrists Recommend Getting Feet Rotated Every 6 Months https:,,The Onion,Twitter,Satirical,,,
Area Woman Not Good Enough Artist To Justify Eccentricities https:,,The Onion,Twitter,Satirical,,,
No One In Gang Has Heart To Tell Police Informant His Cover's Blown https:,,The Onion,Twitter,Satirical,,,
Birthday Card Discreetly Passed Around Office Like Some Sort Of Covert CIA Operation https:,,The Onion,Twitter,Satirical,,,
Netflix Executive Unsure How To Tell Barack Obama His Series Idea Just 'Fawlty Towers' https:,,The Onion,Twitter,Satirical,,,
"Explosive Device Found In Mail Sent To Hillary Clinton, Obama https:",,The Onion,Twitter,Satirical,,,
FDA Cracks Down On Vaping Among Young People https:,,The Onion,Twitter,Satirical,,,
Open-Minded Man Grimly Realizes How Much Life He's Wasted Listening To Bullshit https:,,The Onion,Twitter,Satirical,,,
More Than 43 Million Travel Home For Thanksgiving https:,,The Onion,Twitter,Satirical,,,
Restaurant’s Eating Challenge Rewards Any Patron Who Can Consume Reasonably Portioned Meal https:,,The Onion,Twitter,Satirical,,,
48-Year-Old Man Actually Very Open To Dating 25-Year-Olds https:,,The Onion,Twitter,Satirical,,,
This Weekend's Onion Magazine: https:,,The Onion,Twitter,Satirical,,,
Elon Musk Forced To Step Down As Tesla Chairman https:,,The Onion,Twitter,Satirical,,,
Baseball Statisticians Unveil New Analytics Model Measuring Precise Amount Of Joy They Suck From The Game… https:,,The Onion,Twitter,Satirical,,,
"Saudi Crown Prince Mohammad bin Salman added that under normal circumstances, journalists who negatively portray th… https:",,The Onion,Twitter,Satirical,,,
Most Incompetent Coworker Once Again Shines At Office Halloween Party https:,,The Onion,Twitter,Satirical,,,
The Computer Mouse Turns 50 https:,,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
Study Finds Cats Only Meow When They Want To Alert Owner Of Neighbor's Murder They Witnessed Through Window… https:,,The Onion,Twitter,Satirical,,,
Pelosi Asks Trump To Delay State of the Union During Shutdown https:,,The Onion,Twitter,Satirical,,,
Societal Collapse Narrowly Averted After Man Honks Horn At Car Paused At Green Light https:,,The Onion,Twitter,Satirical,,,
Frazzled Robert Mueller Walking Around With Piece Of Russia Investigation Document Stuck To His Shoe… https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Olivia Wilde Is Pretty. Prettier Than Me :( https:,,The Onion,Twitter,Satirical,,,
Millions Of Retirees Absolutely Sopping Wet After Seeing Alex Trebek’s New Beard https:,,The Onion,Twitter,Satirical,,,
‘Can Anyone Hear Me?’ Shout Terrified Climate Scientists Frantically Waving Arms As Passerbys Walk Straight Through… https:,,The Onion,Twitter,Satirical,,,
Increasingly Paranoid Campbell’s Begins Stockpiling All Its Soup To Prepare For Doomsday https:,,The Onion,Twitter,Satirical,,,
Obama Urges Young Voters To Ignore How Many Lousy Candidates Democratic Party Runs https:,,The Onion,Twitter,Satirical,,,
Did You Know? https:,,The Onion,Twitter,Satirical,,,
ICE Launches Campaign To Reunite Immigrant Children With Arresting Officer https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Historic Exhibit: Barack Obama’s Bones Are On Display At The Smithsonian https:,,The Onion,Twitter,Satirical,,,
"Anguished, Screaming Trump Bans Father’s Ghost From Press Room For Silently Pointing At Him https:",,The Onion,Twitter,Satirical,,,
Kavanaugh Panicking After Botching Part Of Confirmation Where He Asked If He Rejects Satan https:,,The Onion,Twitter,Satirical,,,
Scott Walker Changes Locks On Wisconsin Governor’s Office https:,,The Onion,Twitter,Satirical,,,
GOP Leaders Move Goalposts On Opposing Trump To Him Being Filmed Masturbating On U.S. Flag In Arlington Cemetery… https:,,The Onion,Twitter,Satirical,,,
"For more exemplary journalism, visit https:",,The Onion,Twitter,Satirical,,,
Experts Say Puerto Rico Still Extremely Vulnerable To Future U.S. Government https:,,The Onion,Twitter,Satirical,,,
RT @TheOnion: Unhinged Lunatic Using Facebook To Spread Conspiracy Theories https:,,The Onion,Twitter,Satirical,,,
Nikki Haley: ‘The U.S. Will No Longer Sit Idly By While Iran Continues To Exist’ https:,,The Onion,Twitter,Satirical,,,
Furloughed Government Employee Using Time Off To Visit Local Food Pantry She Been Hearing About… https:,,The Onion,Twitter,Satirical,,,
Visit https:,,The Onion,Twitter,Satirical,,,
Researchers: Quality Of Sleep May Be Affected By Abandoning Family In 1994 https:,,The Onion,Twitter,Satirical,,,
Many of the 435 U.S. House of Representatives midterm races are currently polling as toss-ups. The Onion takes a lo… https:,,The Onion,Twitter,Satirical,,,
New Obesity Drug Delicious https:,,The Onion,Twitter,Satirical,,,
RT @TheOnion: Presidential Limo Guns It Around Corner In Attempt To Toss Robert Mueller From Roof https:,,The Onion,Twitter,Satirical,,,
"87% Of Loud Crashing Noises Are Nothing, Report Top Experts From Other Room https:",,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
I am so ready to do this shit. https:,,The Onion,Twitter,Satirical,,,
"Report: 15,000 People Vanish From ‘Fall Fest’ Hayride Wagons Each Year https:",,The Onion,Twitter,Satirical,,,
Democratic Candidate Blows Fundraising Lead On Massive 15-Story Lawn Sign https:,,The Onion,Twitter,Satirical,,,
"Entire Train Ride Spent Deciding If, When To Use Bathroom https:",,The Onion,Twitter,Satirical,,,
Emotional Le’Veon Bell Reveals Holdout A Result Of Forgetting How To Run https:,,The Onion,Twitter,Satirical,,,
Man At Park Who Set Up Table Full Of Water Cups Has No Idea How Passing Marathon Runners Got Impression They Can Ta… https:,,The Onion,Twitter,Satirical,,,
Depressed Cat Just Going Through Motions Of Destroying Couch https:,,The Onion,Twitter,Satirical,,,
Recruiter Saw Your Background In Computer Science And Thought Maybe You’d Be Interested In Working Part-Time At A K… https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: PR Nightmare: Make-A-Wish Accidentally Sent A Costumed Hero Named Terminally Ill Spider-Man To A Healthy Kid’s House And Ask…,,The Onion,Twitter,Satirical,,,
Paul McCartney Releases 18th Solo Album https:,,The Onion,Twitter,Satirical,,,
"‘It’s Just A Costume, It’s Just A Costume,’ Man Nervously Assures Himself As Giant Hot Dog Starts Walking Toward Him https:",,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
"North Carolina Voter In Heavily Gerrymandered District Somehow Voting For Montana Senate, Mayor Of Phoenix… https:",,The Onion,Twitter,Satirical,,,
"I’m definitely voting yes on this ballot measure to legalize marijuana in North Dakota, but I’m not sure about app… https://t.co/OyjVCkLwIM",,The Onion,Twitter,Satirical,,,
Pope Cleans Up Dead Angel Who Flew Into Sistine Chapel Window https:,,The Onion,Twitter,Satirical,,,
Checked-Out Drill Sergeant Just Calling Every Cadet A Chowderhead https:,,The Onion,Twitter,Satirical,,,
Report: High School Marching Band Definitely In Shape Of Something https:,,The Onion,Twitter,Satirical,,,
"It’s really cold out here, especially with this wind, and the poor little painslut’s wearing rhinestone-studded le… https://t.co/cArgImjwws",,The Onion,Twitter,Satirical,,,
Proposed Immigration Law Calls For U.S. To Shut Down Border Slide https:,,The Onion,Twitter,Satirical,,,
White House Security Officials Relieved Ivanka Trump’s Computer Just Cardboard Box With Mirror On It… https:,,The Onion,Twitter,Satirical,,,
Tupperware Will Never Truly Recover From Red Curry Leftovers https:,,The Onion,Twitter,Satirical,,,
Area Woman Said ‘Sorry’ 118 Times Yesterday https:,,The Onion,Twitter,Satirical,,,
"Our study confirms that a diet rich in foods such as olive oil, fish, and green vegetables can extend one’s lifesp… https://t.co/Y3Z4v4kZsg",,The Onion,Twitter,Satirical,,,
Everything Reminds Man Of ‘Her’ https:,,The Onion,Twitter,Satirical,,,
Audubon Society Revokes Black-Capped Chickadee’s Membership After Species Fails To Pay Dues https:,,The Onion,Twitter,Satirical,,,
Local Laundromat Employs Social Media Coordinator https:,,The Onion,Twitter,Satirical,,,
Pros And Cons Of Genetic Testing For Ancestry https:,,The Onion,Twitter,Satirical,,,
How People Around The World Celebrate Christmas https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Fighting Fire With Fire: Mitch McConnell Is Attempting To Channel Alexandria Ocasio-Cortez’s Populist Appeal By Preparing A…,,The Onion,Twitter,Satirical,,,
Teacher In Cash-Strapped Ohio School District Forced To Make Do With Centuries-Old Firearms https:,,The Onion,Twitter,Satirical,,,
Man Spends Long Day At Work Waiting To Go Home And Be Lonely https:,,The Onion,Twitter,Satirical,,,
Troy Aikman Warns Fans About Comparing Concussions Between Eras https:,,The Onion,Twitter,Satirical,,,
Japan Grants Suffrage To Female Robots https:,,The Onion,Twitter,Satirical,,,
"The American people deserve to know exactly where I stand in regards to financial interests, so to be completely o… https://t.co/ah19AWq9kS",,The Onion,Twitter,Satirical,,,
U.K. Parliament Rejects Theresa May’s Brexit Deal https:,,The Onion,Twitter,Satirical,,,
Trump Mocks Christine Blasey Ford For Forgetting Basic Facts About A Woman’s Place https:,,The Onion,Twitter,Satirical,,,
Fingernail Got Fucking Huge Out Of Nowhere https:,,The Onion,Twitter,Satirical,,,
"Congratulations! America’s Finest News Source has chosen to give you, and you alone, the rare opportunity to step i… https:",,The Onion,Twitter,Satirical,,,
Thousands Of Eggs Pushed Out Of Nests After Birds Legalize Abortion https:,,The Onion,Twitter,Satirical,,,
Scientists Theorize Sun Could Support Fire-Based Life https:,,The Onion,Twitter,Satirical,,,
Report: There Still Time To Convert To Christianity Before Christmas Starts https:,,The Onion,Twitter,Satirical,,,
Aisle Of Hispanic Food Items All Man Needs To Know About Fate Of Country https:,,The Onion,Twitter,Satirical,,,
New Roommate Bestows Apartment With Unexpected Windfall Of End Tables https:,,The Onion,Twitter,Satirical,,,
Tucker Carlson Unsure Why He In Middle Of 20-Minute Rant Against Croutons https:,,The Onion,Twitter,Satirical,,,
Report: Students Who Take Latin Have Better Chance Of Summoning Demon Later In Life https:,,The Onion,Twitter,Satirical,,,
Archaeologists Apologize For Murdering Last Remaining Neanderthal In Fit Of Crazed Bloodlust https:,,The Onion,Twitter,Satirical,,,
"God, I’m getting hard just writing this. https:",,The Onion,Twitter,Satirical,,,
"Everyone In Middle East Given Own Country In 317,000,000-State Solution https:",,The Onion,Twitter,Satirical,,,
‘Toy Story 4’ Teaser Released https:,,The Onion,Twitter,Satirical,,,
"RT @TheAVClub: Which actors will win, and which should win, at the 2018 Emmys? https:",,The Onion,Twitter,Satirical,,,
RT @ClickHole: Streamlined Ceremony: To Save Time The Oscars Are Ditching The Award Show And Instead Will Just Post An Excel Spreadsheet Li…,,The Onion,Twitter,Satirical,,,
"RT @ClickHole: Adorable! This Elderly Couple Is Celebrating 75 Years Of On Again, Off Again Bullshit https:",,The Onion,Twitter,Satirical,,,
Depressed Crab Stays Buried Under Sand Until 2 P.M. https:,,The Onion,Twitter,Satirical,,,
Seasonal Depression Kicks In Just In Time To Numb Woman Before Holiday With Family https:,,The Onion,Twitter,Satirical,,,
Ruth Bader Ginsburg Voices Support For #MeToo https:,,The Onion,Twitter,Satirical,,,
Everyone At Thanksgiving Doing Chore To Get Away From Rest Of Family https:,,The Onion,Twitter,Satirical,,,
Cousins Meaner This Year https:,,The Onion,Twitter,Satirical,,,
Trump Disapproval Rating Reaches All-Time None Of This Matters https:,,The Onion,Twitter,Satirical,,,
Apple Fans Disappointed After Company Unveils Same Overpriced CEO That Barely Fucking Works https:,,The Onion,Twitter,Satirical,,,
Competitive Adidas Unveils Darren Wilson As New Face Of Brand https:,,The Onion,Twitter,Satirical,,,
Several reports indicated that the utter dipshit struggled not to drool on himself while deeming the three-second l… https:,,The Onion,Twitter,Satirical,,,
Aspen Police Continue Search For Missing Ski https:,,The Onion,Twitter,Satirical,,,
Soccer Cleats Resume Rightful Place Beside Broken Ball Pump In Family’s Garage For Winter https:,,The Onion,Twitter,Satirical,,,
"To see more unmatched reporting, visit https:",,The Onion,Twitter,Satirical,,,
Senate Bill To End U.S. Role In Yemen War Rejected By House Raytheon Executives https:,,The Onion,Twitter,Satirical,,,
Hazing Incident Ends In Tragic Joining Of Fraternity https:,,The Onion,Twitter,Satirical,,,
"Your Horoscopes — Week Of November 27, 2018 https:",,The Onion,Twitter,Satirical,,,
Report: 38% Of Road Trips End With Burying Friend In Shallow Grave In Desert https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Whoa: Morgan Put Her Hair In A Perfect Messy Bun Without A Mirror During Her Vehicular Manslaughter Trial https:,,The Onion,Twitter,Satirical,,,
Democratic Candidate Blows Fundraising Lead On Massive 15-Story Lawn Sign https:,,The Onion,Twitter,Satirical,,,
Surgeon General Recommends Twisting Head Far Enough Until You Hear Little Pop https:,,The Onion,Twitter,Satirical,,,
"'I Spilled My Soda,' Report Nation's Dopes https:",,The Onion,Twitter,Satirical,,,
Toddler Just Looking For Sensible Mid-Range Tricycle https:,,The Onion,Twitter,Satirical,,,
Woman Trying To Wean Self Off Coffee By Switching To Long Island Iced Tea https:,,The Onion,Twitter,Satirical,,,
"Mohawked, Aviator-Wearing Robert De Niro Idles Cab Outside Suspected Bomb-Maker’s Home https:",,The Onion,Twitter,Satirical,,,
Did You Know? https:,,The Onion,Twitter,Satirical,,,
Mentor To Younger Women In Company Lets Herself Knock One Down Once In A While As Treat https:,,The Onion,Twitter,Satirical,,,
Trump Unveils Plan To Address Migrants With New Open-Fire Policy https:,,The Onion,Twitter,Satirical,,,
"Dad Just Wants Nice, Simple Xbox One For Checking Email https:",,The Onion,Twitter,Satirical,,,
White House Concerned Ryan Zinke Made Land Deal Without Giving Cut To Trump https:,,The Onion,Twitter,Satirical,,,
"Bearded, Keffiyeh-Clad Jared Kushner Avoids Conflict Of Interest By Joining Saudi Royal Family… https:",,The Onion,Twitter,Satirical,,,
Kid Diving Into Pile Of Leaves Has No Idea There Homeless Guy Jerking Off In There https:,,The Onion,Twitter,Satirical,,,
Man Does Incredibly Well At Slot Machine Demo Embedded In Ad https:,,The Onion,Twitter,Satirical,,,
Man Wouldn’t Be Eating At Red Robin If He Knew Bus Was Going To Hit Him In 18 Minutes https:,,The Onion,Twitter,Satirical,,,
Spot Where Dog Vomit Cleaned Up Now Noticeably Cleaner Than Surrounding Floor https:,,The Onion,Twitter,Satirical,,,
Melania Trump’s Plane Forced To Make Emergency Landing After Smoke Begins Billowing Out Of First Lady… https:,,The Onion,Twitter,Satirical,,,
Historians Reveal Thousands Of Immigrants Were Forced To Change Hairstyle At Ellis Island https:,,The Onion,Twitter,Satirical,,,
"For more exemplary journalism, visit https:",,The Onion,Twitter,Satirical,,,
Nation Leery Of Very Odd Little Boy https:,,The Onion,Twitter,Satirical,,,
Visit https:,,The Onion,Twitter,Satirical,,,
Man Pretty Sure He Could Run This Company Into Ground Way Better Than Boss https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Does Brett Kavanaugh’s 1996 Legal Essay ‘Donald Trump Should Be Allowed To Commit Crimes If He Becomes President’ Disqualify…,,The Onion,Twitter,Satirical,,,
Area Man Spends Summer Having Wallet Stolen Across Europe https:,,The Onion,Twitter,Satirical,,,
The Beatles Announces ‘The White Album’ 50th Anniversary Edition https:,,The Onion,Twitter,Satirical,,,
"Eagles Hang Beer-Drenched, Charred Super Bowl Banner https:",,The Onion,Twitter,Satirical,,,
Literary Study Finds All Modern Narratives Derived From Classic ‘Alien Vs. Predator’ Conflict… https:,,The Onion,Twitter,Satirical,,,
"For the latest from the world’s most unstoppable media juggernaut, visit https:",,The Onion,Twitter,Satirical,,,
Trump To Press: ‘I Consider You Part Of The Democratic Party’ https:,,The Onion,Twitter,Satirical,,,
Middle Eastern Man Not Sure How Many Days’ Worth Of Airport Detention Clothes To Pack https:,,The Onion,Twitter,Satirical,,,
So-Called Professional Gamer Not Even Racist https:,,The Onion,Twitter,Satirical,,,
NASA Acquires Moon For Kennedy Space Center Exhibit https:,,The Onion,Twitter,Satirical,,,
Report: Nation’s Ditches Overflowing With Children Of Worried Parents https:,,The Onion,Twitter,Satirical,,,
Report: Average Person Spends 27% Of Lifetime In The Way https:,,The Onion,Twitter,Satirical,,,
National News Highlights https:,,The Onion,Twitter,Satirical,,,
"RT @ClickHole: So Sweet! When This Little Girl Was Scared There Were Monsters Under Her Bed, Her Dad Shined A Flashlight Down There To Show…",,The Onion,Twitter,Satirical,,,
High School Bully Worried Victims Will Realize He Actually Retarded Faggot Himself https:,,The Onion,Twitter,Satirical,,,
This Weekend's Onion Magazine: https:,,The Onion,Twitter,Satirical,,,
Half-Dressed Man Frantically Scrambles Out Of Home After Hearing Toyotathon Deals Won't Last Long… https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Your baby wakes up at 6:00 a.m. to read ClickHole every day. Why not buy her a onesie that reflects her interests? https:,,The Onion,Twitter,Satirical,,,
Nation Would Be Totally Fine Just Doing World Series Now https:,,The Onion,Twitter,Satirical,,,
Today's Weather Report https:,,The Onion,Twitter,Satirical,,,
Juul Unveils Sleek New E-Smoker https:,,The Onion,Twitter,Satirical,,,
Researchers Publish List Of Ways Animals Can Help Fight Climate Change https:,,The Onion,Twitter,Satirical,,,
Jeff Sessions Forced Out As Attorney General https:,,The Onion,Twitter,Satirical,,,
Elizabeth Warren Disappointed After DNA Test Shows Zero Trace Of Presidential Material https:,,The Onion,Twitter,Satirical,,,
Head On Pike Really Pulling Together Castle’s Look https:,,The Onion,Twitter,Satirical,,,
"Coworker Who Already Breathes, Chews Loudly Thinking About Getting Into Arrhythmically Drumming On Desk… https:",,The Onion,Twitter,Satirical,,,
"Second Fatwa Issued On Salman Rushdie For Derivative, Uninspired 13th Novel https:",,The Onion,Twitter,Satirical,,,
Frustrated Nation Calls For Updated Zip-Line Infrastructure https:,,The Onion,Twitter,Satirical,,,
Friend's Excuses For Why He Can't Hang Out Getting More Sophisticated Over Time https:,,The Onion,Twitter,Satirical,,,
Tips For Giving A Great Wedding Toast https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Bad Game Design: This Incredibly Lifelike Simulation Of New York City Is Ruined By The Unrealistic Presence Of A Spider-Them…,,The Onion,Twitter,Satirical,,,
"Review: ‘Red Dead Redemption 2’ Delivers With A Beautifully Rendered World, But Stumbles As An Immersive Experience… https:",,The Onion,Twitter,Satirical,,,
Kirstjen Nielsen Urges Migrant Parents Leave The Weak Ones Behind https:,,The Onion,Twitter,Satirical,,,
Fraternity Brothers Make Note Not To Kill Pledge Whose Family Has Lake House https:,,The Onion,Twitter,Satirical,,,
Wikipedia Users Surprised Nobody's Made Page For John Lennon Yet https:,,The Onion,Twitter,Satirical,,,
Horrified Man Looks On Powerlessly As He Ruins Date https:,,The Onion,Twitter,Satirical,,,
"For more world-renowned reportage, visit https:",,The Onion,Twitter,Satirical,,,
RT @ClickHole: Worst Possible Timing: Ruth Bader Ginsburg’s Aides Are Desperately Trying To Talk Her Out Of Teaching Herself To Do A Front…,,The Onion,Twitter,Satirical,,,
Lack Of Sexual Tension With Coworker Almost Unbearable https:,,The Onion,Twitter,Satirical,,,
RT @ClickHole: Sick Fuck: This Dog Is Way Too Happy About Smelling Cancer https:,,The Onion,Twitter,Satirical,,,
Report: Americans Most Physically Active When Getting Comfy https:,,The Onion,Twitter,Satirical,,,
New Hampshire Legislature Passes Bill Naming Fentanyl State Opiate https:,,The Onion,Twitter,Satirical,,,
Financial Experts Recommend Young Grifters Start Laying Groundwork For Long Con By 25 https:,,The Onion,Twitter,Satirical,,,
