,Title,Text,Author,Source,Label
1919,RT @ClickHole: Eco-Warriors: These Brave Environmental Activists Have Chained Themselves To A Humpback Whale To Protect It From Japanese Hu…,,The Onion,Twitter,Satirical
1920,RT @TheOnion: White House Security Officials Relieved Ivanka Trump’s Computer Just Cardboard Box With Mirror On It https://t.co/2nUMCXPzZ3…,,The Onion,Twitter,Satirical
1921,Man Surrounded By Loved Ones Feels Awkward Being Only Person Dying https://t.co/E1owIGQrgn https://t.co/kDLqNgAuJ9,,The Onion,Twitter,Satirical
1922,"RT @KartoonistKelly: Hold on. In a few days our long, national nightmare will be over. My latest: https://t.co/Azh7gsW5kf via @theonion",,The Onion,Twitter,Satirical
1923,Subway Employee Still Unnerved By High-Pitched Screech Sandwiches Make When Cut In Half https://t.co/wkCJqf34xP https://t.co/aU2dzRJYGK,,The Onion,Twitter,Satirical
1924,.@SteveKingIA: “This is a long-overdue piece of legislation that will help defend our country against the scourge o… https://t.co/PqPRdAHtQV,,The Onion,Twitter,Satirical
1925,Barber’s Paunch Keeps Touching Customer https://t.co/dBzE4ucEgV https://t.co/8nI2T7EVBb,,The Onion,Twitter,Satirical
1926,Michael Bloomberg Gives $1.8 Billion To Johns Hopkins University https://t.co/Cj2lIWE5Il #WhatDoYouThink? https://t.co/xoz7Lz3Gru,,The Onion,Twitter,Satirical
1927,Surgeon General Recommends Twisting Head Far Enough Until You Hear Little Pop https://t.co/nIfUTt57P4 https://t.co/XqcwNmMgH6,,The Onion,Twitter,Satirical
1928,"RT @ClickHole: Atheists Rejoice: Stephen Hawking’s Ghost Just Confirmed That God Doesn’t Exist, Though There’s A Huge Mean Horse In Heaven…",,The Onion,Twitter,Satirical
1929,Study: Average Man Thinks Of Santa Every 7 Seconds https://t.co/lMEEDwiIkh https://t.co/TDpjlA5pIC,,The Onion,Twitter,Satirical
1930,California Sets Goal Of 100% Clean Energy By 2045 https://t.co/4DXtooo7wR #WhatDoYouThink? https://t.co/9uCc8mZhqk,,The Onion,Twitter,Satirical
1931,White House Security Officials Relieved Ivanka Trump’s Computer Just Cardboard Box With Mirror On It… https://t.co/IzWeqwgIb7,,The Onion,Twitter,Satirical
1932,Nation’s Aunts Announce Their 2018 Thanksgiving Boyfriend Roster https://t.co/Vm1jOkmUay https://t.co/fphdMP7wTs,,The Onion,Twitter,Satirical
1933,Report: Purchasing Items From Onion Store Most Important Way To Either Stop Or Help Donald Trump… https://t.co/BHe4qAVQoi,,The Onion,Twitter,Satirical
1934,Open-Ended New Bill Criminalizes Whatever Black People Up To Right Now https://t.co/lhYpsXhXZA https://t.co/pXAu6ULSwA,,The Onion,Twitter,Satirical
1935,"To see more unmatched reporting, visit https://t.co/csf5QUbhed. https://t.co/M8dQmuTUmA",,The Onion,Twitter,Satirical
1936,"The Onion Celebrates The 76th Year Of Diamond Joe's Wild-Ass, Magic Carpet Ride https://t.co/PrAnLpW1Hx https://t.co/oT5FwKMv3O",,The Onion,Twitter,Satirical
1937,Perverted Wall Gets Off On Making Apartment Guests Look At Exposed Brick https://t.co/dXmoifZBD1 https://t.co/mClpTNEi83,,The Onion,Twitter,Satirical
1938,RT @ClickHole: Your baby wakes up at 6:00 a.m. to read ClickHole every day. Why not buy her a onesie that reflects her interests? https://t…,,The Onion,Twitter,Satirical
1939,"Your Horoscopes — Week Of November 20, 2018 https://t.co/sQbYgcNa1U https://t.co/xY1Wd1cTi2",,The Onion,Twitter,Satirical
1940,Humiliated Man Discovers Embroidery On His Jean Pockets https://t.co/0Lp6eyBEd3 https://t.co/fUoGK6Yiah,,The Onion,Twitter,Satirical
1941,Report: More Colleges Offering Dick-Around Abroad Programs https://t.co/kvwniL5eni https://t.co/jZYSVXnRZv,,The Onion,Twitter,Satirical
1942,Overweight 6-Year-Old Vows To Change Lifestyle After Second Heart Attack https://t.co/pvCPFBAVd1 https://t.co/FPaKTtJtXR,,The Onion,Twitter,Satirical
1943,Pathetic Hands Subject To Man’s Every Whim https://t.co/5kdOsyLytN https://t.co/paTzTFuPCc,,The Onion,Twitter,Satirical
1944,3-Day Waiting Period Leads To Far More Feasible Murder Plot https://t.co/o7RTWA6cLM https://t.co/CyiCSPrRs8,,The Onion,Twitter,Satirical
1945,RT @TheOnion: Jim Acosta Immediately Decks White House Intern After Being Let Back Into Press Pool https://t.co/zBTaxBDPOE https://t.co/UuL…,,The Onion,Twitter,Satirical
1946,"Area Man, Woman Each Have Thorough List Of Why They Should Break Up On Standby https://t.co/65i594rGiQ https://t.co/bwoLBfS8EC",,The Onion,Twitter,Satirical
1947,RT @ClickHole: 4 Times LeVar Burton Lost His Shit At A Kid On ‘Reading Rainbow’ For Not Knowing The Russian Classics https://t.co/d0HDzDn9Z…,,The Onion,Twitter,Satirical
1948,"""Moving the staff and stadium to this Caribbean island is the only way to shield ourselves from the MLB’s punishing… https://t.co/ovWtn69F5y",,The Onion,Twitter,Satirical
1949,New Pre-Sauced Napkins Can Be Thrown Away Straight From Package https://t.co/owQpXP1pBE https://t.co/KgsYh9idRj,,The Onion,Twitter,Satirical
1950,"“Our aim has, of course, always been to give riders a silent experience, so the fact that a mysterious woman is app… https://t.co/JBQ50AijxV",,The Onion,Twitter,Satirical
1951,Man Thinking About Just Packing Up And Making Exact Same Mistakes Someplace Far Away https://t.co/hJEJ05XoSU https://t.co/4jrsmFlx7U,,The Onion,Twitter,Satirical
1952,Percentage Of Unvaccinated Children In U.S. Has Quadrupled Since 2001https://trib.al/JxVvPwH #WhatDoYouThink? https://t.co/J9xUnh8wwT,,The Onion,Twitter,Satirical
1953,RT @ClickHole: Huge Fucking Disaster: You Just Did Something Weird https://t.co/MheWM0UbWy https://t.co/DPhpEwaxyk,,The Onion,Twitter,Satirical
1954,"‘We Will Never Speak Of This Again,’ Says Trump To Mohammed bin Salman As They Dump Khashoggi’s Body Into New Jerse… https://t.co/q32jWH1t6r",,The Onion,Twitter,Satirical
1955,Jim Acosta Immediately Decks White House Intern After Being Let Back Into Press Pool https://t.co/zBTaxBDPOE https://t.co/UuLcJ3OYda,,The Onion,Twitter,Satirical
1956,Health Experts Say Tackle Football Poses Little Risk For Children Whose Brains Already Don’t Work That Well… https://t.co/QcbNkdQlTD,,The Onion,Twitter,Satirical
1957,"For more exemplary journalism, visit https://t.co/csf5QUbhed. https://t.co/tePMmpkgUX",,The Onion,Twitter,Satirical
1958,Yankees Avoid Luxury Tax By Moving Franchise To Offshore Location https://t.co/HUvFERSWH5 https://t.co/AAjnsTHtia,,The Onion,Twitter,Satirical
1959,"RT @ClickHole: 7 Nihilistic Quotes That Only Brilliant, Misunderstood Young Males On The Internet Will Appreciate https://t.co/k3KT2BXls1 h…",,The Onion,Twitter,Satirical
1960,Woman Amazed She Found Perfect Partner Just When She Was Getting Desperate Enough To Accept Anything… https://t.co/mHsau9ftVb,,The Onion,Twitter,Satirical
1961,MTA Reveals They Have No Idea Where Voices Speaking To Everyone On Subway Coming From https://t.co/IBaom6sb5c https://t.co/7ihMG9ZrEV,,The Onion,Twitter,Satirical
1962,Nation Admits Being So Coked-Out In ’80s They Have No Memory Of Reading ‘Cujo’ https://t.co/A5qQAOjmCV https://t.co/D3aqCLDDdA,,The Onion,Twitter,Satirical
1963,"This Week's Editorial Cartoon: ""Over The River And Void Of Goods"" https://t.co/EtVL7hbFlh https://t.co/4a7Dj1Za3X",,The Onion,Twitter,Satirical
1964,‘Toy Story 4’ Teaser Released https://t.co/v7aS9JGRmN #WhatDoYouThink? https://t.co/YSW8DhyX1z,,The Onion,Twitter,Satirical
1965,Algebra Notebook Forced To Bear The Brunt Of Teen’s Song Lyrics https://t.co/Ae9kSYykJd https://t.co/ayAQDjauoN,,The Onion,Twitter,Satirical
1966,"The Week In Pictures – Week Of November 19, 2018 https://t.co/k04ZiYB0BN https://t.co/tcxPWALsR2",,The Onion,Twitter,Satirical
1967,Bisquick Unveils Sprawling State-Of-The-Art Silicon Valley Campus https://t.co/SBLRyOTMiv https://t.co/67noUIboa5,,The Onion,Twitter,Satirical
1968,Seed Of World War III Planted In Beijing Middle-School Gym Class https://t.co/prEDlZMWi4 https://t.co/g3sFZM5Sq1,,The Onion,Twitter,Satirical
1969,Guy At Gym Has Precious Little Diary To Keep Track Of All His Exercises https://t.co/vXqVUD8VbZ https://t.co/y2BYWh13HK,,The Onion,Twitter,Satirical
1970,Area Mom Really Gets Her Rocks Off On Being Appreciated https://t.co/SdBpSRVbWO https://t.co/0UUF3Dby2Q,,The Onion,Twitter,Satirical
1971,Melania Releases Statement Calling For Removal Of First Lady From White House https://t.co/wwDKj8WTQB https://t.co/dYkGbs3wX5,,The Onion,Twitter,Satirical
1972,NBC Unveils On Screen Graphic Informing Audience They Are Watching Football https://t.co/eXnvC0gqaI https://t.co/QEtsU9Av3v,,The Onion,Twitter,Satirical
1973,"Report: Come On, Carl, Pull It Together https://t.co/zYyI2xND1G https://t.co/Pb4Dhq8AIS",,The Onion,Twitter,Satirical
1974,Pathetic 4-Year-Old Needs Father To Stand On Merry-Go-Round Platform For Entire Ride https://t.co/WcxfOYJyyy https://t.co/MTRf6Bd5gS,,The Onion,Twitter,Satirical
1975,New ‘Game Of Thrones’ Trailer Reveals Final Season Will Be Cobbled Together From Old Footage https://t.co/L9tYw7Mh51 https://t.co/rOBkFkxWsp,,The Onion,Twitter,Satirical
1976,Pope Francis Pursues Sinner Across Vatican City Rooftops https://t.co/gpXSfMl80Y https://t.co/lLcYvtjXz5,,The Onion,Twitter,Satirical
1977,New York City Announces Subway Just For Amazon Employees Now https://t.co/2suru4XwJM https://t.co/ke0UYPS1ux,,The Onion,Twitter,Satirical
1978,This Weekend's Onion Magazine: https://t.co/c5W7UIEVBs https://t.co/J3CcP6PlWt,,The Onion,Twitter,Satirical
1979,Prison Now Allowing Death Row Inmates To Receive Weekly Visitors Throughout Executions https://t.co/64C8f1x7Fe https://t.co/KvOPbNwltv,,The Onion,Twitter,Satirical
1980,Steve King Vehemently Denies Comparing Immigrants To People https://t.co/nMqTF5YNIR https://t.co/1ALvCSncqx,,The Onion,Twitter,Satirical
1981,Man’s Area Code Provides Exciting Glimpse At Past Life https://t.co/42MqzB6RuM https://t.co/N7uRVcr0KC,,The Onion,Twitter,Satirical
1982,Hillary Launches Campaign To Raise $100 Million Or Else She’ll Run For President https://t.co/b4RrEVc96q https://t.co/esWXekWMEd,,The Onion,Twitter,Satirical
1983,Cryptic New Laundry Room Rule Hints At Tale Of Bizarre Infraction https://t.co/bz5LGbj0lC https://t.co/zSVtZ1axeq,,The Onion,Twitter,Satirical
1984,FEMA Assures Wildfire Victims Bucket Brigade Nearly Over Maryland State Line https://t.co/ReVcBY6Uu1 https://t.co/ew8Ypetzdr,,The Onion,Twitter,Satirical
1985,Report: Seasonal Depression Still Better Than Purchasing Tiny Sunshine Lamp https://t.co/8kIqqGsOyp https://t.co/C9AjSjR7VA,,The Onion,Twitter,Satirical
1986,"This Week's Editorial Cartoon: ""The Fantastic Bore"" https://t.co/jdc7P0T82z https://t.co/0ZyyLtYle6",,The Onion,Twitter,Satirical
1987,Kid Diving Into Pile Of Leaves Has No Idea There Homeless Guy Jerking Off In There https://t.co/zUKZiBgvhO https://t.co/rrcMqkvdr7,,The Onion,Twitter,Satirical
1988,Biologist Completes 5-Minute Study Of Pathetic Organism In Mirror https://t.co/VzAMhkHJqx https://t.co/im8ngaJzGG,,The Onion,Twitter,Satirical
1989,"RT @ClickHole: Whoa: 1 Out Of 1,000 People Who Click On This Will Get Straight-Up Porn https://t.co/Plja6LdrZj #NSFW https://t.co/53Smchyrv5",,The Onion,Twitter,Satirical
1990,"""The very first moment I held this tiny human in my arms, I knew my entire world had changed forever."" https://t.co/4eu2fvnP9i",,The Onion,Twitter,Satirical
1991,"Report: Holy Shit, There Still 50 Minutes Left In Movie https://t.co/yU7eUVHY5N https://t.co/yCwEVJnz5d",,The Onion,Twitter,Satirical
1992,National News Highlights https://t.co/E3eO3VnM75,,The Onion,Twitter,Satirical
1993,Female Friend Group Fails In One Duty Of Providing Good Gynecologist Recommendation https://t.co/TjKXTZuEQg https://t.co/jialPQmTs6,,The Onion,Twitter,Satirical
1994,"RT @ClickHole: First, ClickHole invented babies. Now, we've invented clothes for them. Buy a ClickHole onesie today! https://t.co/pKNjItVaE…",,The Onion,Twitter,Satirical
1995,RT @TheOnion: Embarrassed Alexandria Ocasio-Cortez Can Only Afford American Flag Pin With 19 Stars https://t.co/VhYuGJmVkY https://t.co/n3F…,,The Onion,Twitter,Satirical
1996,Loyal Driveway Patiently Waiting For Owner To Return From Work https://t.co/RhlLwihbaN https://t.co/9chrwCn9cj,,The Onion,Twitter,Satirical
1997,"For more world-renowned reportage, visit https://t.co/csf5QUbhed. https://t.co/R5kxdYzyFR",,The Onion,Twitter,Satirical
1998,"""Am I alone in thinking that would be an overreaction?"" https://t.co/VHr9WbJsiy https://t.co/lLFU3JCupE",,The Onion,Twitter,Satirical
1999,RT @TheOnion: Unhinged Lunatic Using Facebook To Spread Conspiracy Theories https://t.co/tAse2og1vA https://t.co/GeHitrBjsp,,The Onion,Twitter,Satirical
2000,Margaret Atwood: ‘The Handmaids Are Supposed To Be Aliens’ https://t.co/suHaxR4hms https://t.co/3z9tShasCC,,The Onion,Twitter,Satirical
2001,Delighted Health Insurance Executives Gather In Outdoor Coliseum To Watch Patient Battle Cancer… https://t.co/aHqoJqMKL1,,The Onion,Twitter,Satirical
2002,NASA Designers Release Flirty New Space Skirt https://t.co/NbULbYxWNS https://t.co/4NSePtHrrn,,The Onion,Twitter,Satirical
2003,Open-Minded Man Tries To Get News From Variety Of Facebook Friends https://t.co/V9zsSKvJv7 https://t.co/K5OBfe4Otv,,The Onion,Twitter,Satirical
2004,"50 Years Of Climate Change, Habitat Loss Somehow Unable To Take Down Goddamned Parrotfish https://t.co/mQWljbegIn https://t.co/OxJA3ytn5e",,The Onion,Twitter,Satirical
2005,RT @ClickHole: It’s The Sponge. You Love The Sponge. https://t.co/GQd4Actmwr https://t.co/g43GD1Z4sT,,The Onion,Twitter,Satirical
2006,"""We’ve discovered that hotness is a far more robust and useful way to organize animals, plants, and microbes than s… https://t.co/IReERXSCN2",,The Onion,Twitter,Satirical
2007,Area Man Got Good Amount Of Meat In That Last Bite https://t.co/TzWRns77tq https://t.co/OgwCB7Mexo,,The Onion,Twitter,Satirical
2008,"""In a series of blurry images received just before we lost all contact with the lander, we can see Curiosity sudden… https://t.co/JEEwwAw12n",,The Onion,Twitter,Satirical
2009,Makeshift Opinion Thrown Together From Viewpoint Currently Dominating Conversation https://t.co/oT6ve1f23K https://t.co/vXDcOvdDS6,,The Onion,Twitter,Satirical
2010,Tips For Staying Healthy While Traveling https://t.co/nozAUmNT7K,,The Onion,Twitter,Satirical
2011,Cat That Spends Life On One Of Two Couch Cushions Given Rabies Vaccine https://t.co/lI7RjNk6FA https://t.co/Vy0K6ClBTI,,The Onion,Twitter,Satirical
2012,RT @ClickHole: Heartbreaking: Man Is Still Calling Out ‘Marco Polo’ While Everyone Else In The Pool Is Making Out https://t.co/z6iLAbzAoR,,The Onion,Twitter,Satirical
2013,Depressed Mueller Wonders What It Is About Him That Makes Everyone Lie To Him https://t.co/YpkgjTZZS9 https://t.co/zDgGUhM2d8,,The Onion,Twitter,Satirical
2014,"Trump Insists Manafort, Assange Only Discussed How Bad Collusion Is https://t.co/24tqjIWHUQ https://t.co/6LvFYi7IPZ",,The Onion,Twitter,Satirical
2015,"""You’d think there would’ve been some warning signs, but nope—everything was going along just fine until and the Ho… https://t.co/0pA3yQd9e3",,The Onion,Twitter,Satirical
2016,EU Leaders Approve Brexit Deal https://t.co/qiPQ45KHt2 #WhatDoYouThink? https://t.co/GuyqHQLh1X,,The Onion,Twitter,Satirical
2017,Biologists Unveil New Taxonomic System Classifying Species By Hotness https://t.co/Y99DUL6ZXJ https://t.co/VENz2O32pE,,The Onion,Twitter,Satirical
2018,NASA Catches Glimpse Of Hard-Charging Curiosity Rover Just Before InSight’s Communications Go Dark… https://t.co/LXDFW1srBL,,The Onion,Twitter,Satirical
2019,"To see more unmatched reporting, visit https://t.co/csf5QUbhed. https://t.co/87uyCPuXq9",,The Onion,Twitter,Satirical
2020,RT @ClickHole: Sexier Than Ever: Dwayne ‘The Rock’ Johnson Is Looking Amazing After Murdering His Uncle And Stealing His Wig https://t.co/l…,,The Onion,Twitter,Satirical
2021,Holocaust Survivors Recall Exact Day Holocaust Started Right Out Of The Blue https://t.co/3ndiq1ad7g https://t.co/ysHN1mh3My,,The Onion,Twitter,Satirical
2022,John Kasich ‘Very Seriously’ Considering Challenge To Trump In 2020 https://t.co/4ZmgNMx57i #WhatDoYouThink? https://t.co/qWNnb3my5Z,,The Onion,Twitter,Satirical
2023,New York Approves $13 Billion Plan To Rid JFK Airport Of Former President’s Ghost https://t.co/d6wbRRdb3Q https://t.co/Fql4wFLxrK,,The Onion,Twitter,Satirical
2024,"Your Horoscopes — Week Of November 27, 2018 https://t.co/lnEy7cEG83 https://t.co/KwCcgdHGhl",,The Onion,Twitter,Satirical
2025,26-Year-Old Feeling Self-Conscious After Seeing All His Friends Fail Slightly Less Than Him https://t.co/g9SYClhRQi https://t.co/VsPM7pxKvY,,The Onion,Twitter,Satirical
2026,Nation's Moms Invent New Recreational Drug To Worry About https://t.co/shdeXdlzn3 https://t.co/Cbw4A3h70a,,The Onion,Twitter,Satirical
2027,China Unable To Recruit Hackers Fast Enough To Keep Up With Vulnerabilities In U.S. Security Systems… https://t.co/PLbpYLSnwD,,The Onion,Twitter,Satirical
2028,Man Pretty Sure He Could Run This Company Into Ground Way Better Than Boss https://t.co/p3QOqmkLsy https://t.co/cA2lpz80Ed,,The Onion,Twitter,Satirical
2029,Half A Sleeve Of Oreos Lost In House Fire https://t.co/MI81ofZdpC https://t.co/xHNqV1HWPt,,The Onion,Twitter,Satirical
2030,RT @ClickHole: Sex-Ed FTW: This Pregnant Dog Visits Schools To Teach Children That Just Because You Have Huge Tits Doesn’t Mean They Always…,,The Onion,Twitter,Satirical
2031,"""Most real-world wooden crates are sturdy enough to withstand the rigors of transcontinental shipping, and it takes… https://t.co/A5GALg99fW",,The Onion,Twitter,Satirical
2032,Long-Silent Facebook Friend Comes Out Of Woodwork With Post Asking About Insulating Windows https://t.co/2L0sociWxI https://t.co/X5VY3AK8uq,,The Onion,Twitter,Satirical
2033,"""After thousands of hours of observation, we are forced to conclude that any dog witnessed making even the slightes… https://t.co/XfFaR3izU6",,The Onion,Twitter,Satirical
2034,Proposed Immigration Law Calls For U.S. To Shut Down Border Slide https://t.co/X0xo9wwhiI https://t.co/ZYZdlviIKH,,The Onion,Twitter,Satirical
2035,California Camp Fire Fully Contained https://t.co/LAWN78kqD2 #WhatDoYouThink? https://t.co/Lojadsgr1m,,The Onion,Twitter,Satirical
2036,RT @ClickHole: ‘Why Would A Cat Be Here?’: 5 Cheetos Commercials Where Chester Cheetah Openly Questions What The Hell He’s Doing In A Comme…,,The Onion,Twitter,Satirical
2037,"Putin Condemns Ukrainian People’s Unprovoked 1,000-Year Occupation Of South Russia https://t.co/orvI49pubs https://t.co/Tq3GmnOzZe",,The Onion,Twitter,Satirical
2038,Tear Gas Manufacturers Worried About Association With Everything Tear Gas Used For https://t.co/yVUKS3uQIF https://t.co/aXC1kZZgj6,,The Onion,Twitter,Satirical
2039,"GM Announces Money Saved From Layoffs To Fund Massive Investment In Lake Homes, Private Jets https://t.co/Qs8oMVGiu3 https://t.co/KkLtvngABX",,The Onion,Twitter,Satirical
2040,Horrified Nation Wakes Up On Cyber Monday To Find Amazon Echo Devices Embedded Beneath Skin https://t.co/7iYgCBFQ5z https://t.co/o4is2H2PoO,,The Onion,Twitter,Satirical
2041,Report: More Travelers Avoiding Long Lines At Airport Thanks To Cinnabon PreCheck Memberships… https://t.co/wlMDwzNQPZ,,The Onion,Twitter,Satirical
2042,Trump Unveils Plan To Address Migrants With New Open-Fire Policy https://t.co/rW3ruocUAt https://t.co/ZPG2wrw8mr,,The Onion,Twitter,Satirical
2043,"Human Slave From Future Remembers When Cyber Monday Was About Celebrating Savings, Not Robot Uprising… https://t.co/WJZGHzaf4u",,The Onion,Twitter,Satirical
2044,Melania Trump Hangs Decayed Badger Carcass Over White House Mantel To Finish Off Traditional Slovenian Christmas De… https://t.co/lqjtK2Eq1Z,,The Onion,Twitter,Satirical
2045,"Disgusting, Unusable Shopping Cart Has Single Sprig Of Parsley In It https://t.co/NK6cv5u8BJ https://t.co/LEGPKrpoit",,The Onion,Twitter,Satirical
2046,Snowstorm In Chicago Delays Hundreds Of Morning Murders https://t.co/iNTgRuaxNw https://t.co/E770Zeyh6F,,The Onion,Twitter,Satirical
2047,Paul McCartney Saddened After Learning About Death Of Longtime Collaborator John Lennon https://t.co/ni4tNmkSoT https://t.co/zzgkTNhAfm,,The Onion,Twitter,Satirical
2048,"For more exemplary journalism, visit https://t.co/csf5QUbhed. https://t.co/XJU9S1XdWF",,The Onion,Twitter,Satirical
2049,Coalition Of Concerned Parents Condemns Video Games’ False Depiction Of How Easy It Is To Smash Wooden Crates… https://t.co/89MA3G8rFk,,The Onion,Twitter,Satirical
2050,Study Finds Dogs Twitching In Sleep Are Dreaming About Tearing Owners Limb From Limb https://t.co/xe4zF4Yrl6 https://t.co/k34t1jFMrp,,The Onion,Twitter,Satirical
2051,Milk Straight From Breast Best For Baby’s Weight https://t.co/ElIfIDJsdD #WhatDoYouThink? https://t.co/DsNz3zyFjy,,The Onion,Twitter,Satirical
2052,Macy’s Parade Float Covered In Tickets After Parking On 5th Avenue Over Holiday Weekend https://t.co/jtl6BmBFFp https://t.co/QOXLsK5wWl,,The Onion,Twitter,Satirical
2053,Cyber Monday Retailers Pull In Record 700 Terabytes Of Consumers' Personal Information https://t.co/bDHi425vT0 https://t.co/ZN6iuGcuBZ,,The Onion,Twitter,Satirical
2054,"The Week In Pictures – Week Of November 26, 2018 https://t.co/02KSXT7N4w https://t.co/T0CYBDfFLG",,The Onion,Twitter,Satirical
2055,Report: Some Crazy Shit Probably Happened To Classmate Being Raised By Grandmother https://t.co/HC1UxjtVJU https://t.co/ZTvaiVtxpP,,The Onion,Twitter,Satirical
2056,Man’s Family Rises To Record-High Fourth Priority https://t.co/mbKuIGDOR6 https://t.co/2nKM0on8Xd,,The Onion,Twitter,Satirical
2057,Soccer Cleats Resume Rightful Place Beside Broken Ball Pump In Family’s Garage For Winter https://t.co/DlzkG0ioff https://t.co/AXacvjTpIM,,The Onion,Twitter,Satirical
2058,New Obesity Drug Delicious https://t.co/qHmeetMVwg https://t.co/5Riq2CYcOk,,The Onion,Twitter,Satirical
2059,Geese All Flying To Andy García's House For Winter https://t.co/JRLl9lfC26 https://t.co/m8PsVqzNkU,,The Onion,Twitter,Satirical
2060,Family With 2-Hour Layover Sets Up Rough Shantytown At Airport Gate https://t.co/jxng4PzTOC https://t.co/yv3VqlWqfe,,The Onion,Twitter,Satirical
2061,"God Pledges $5,000 For Cancer Research https://t.co/7QmvTCvEUs https://t.co/h29V85anYM",,The Onion,Twitter,Satirical
2062,"This Weekend's Onion Magazine: ""Could Winning The House And 7 Governorships Spell The End Of The Democratic Party?""… https://t.co/0MmVfWL5Vt",,The Onion,Twitter,Satirical
2063,Millions Of Moms Set Out On Pilgrimage To Premium Outlet Center https://t.co/ngFZjGE0Qw https://t.co/87HygSKeqi,,The Onion,Twitter,Satirical
2064,Man Having A Great Time Will Soon Have To Apologize To Everyone https://t.co/xK5NZkdEE1 https://t.co/3TE4pbcPkp,,The Onion,Twitter,Satirical
2065,Modern-Day Rudy Fulfills Dream Of Showering With Notre Dame Football Team https://t.co/YPE1JpTrpk https://t.co/SRqomNFakr,,The Onion,Twitter,Satirical
2066,Woman Who Left Room Crying Earlier Expects To Jump Back Into Party Just Like That https://t.co/op3nERFvZT https://t.co/RQKwJgADAY,,The Onion,Twitter,Satirical
2067,Alaskan Gray Wolf Can't Believe No One Told Him He’s Got Snow On Nose https://t.co/bGYYjHeF6D https://t.co/O48gz3Pz0R,,The Onion,Twitter,Satirical
2068,Man Has Carefully Calculated Timeline For Revealing Negative Personality Traits To New Girlfriend… https://t.co/OhMQfQy5qm,,The Onion,Twitter,Satirical
2069,Pudgy Doughboy With Rosy Red Cheeks Presses Nose Up Against Window Of Chocolate Shop https://t.co/KeiJW20RUP https://t.co/ByDS95XTBx,,The Onion,Twitter,Satirical
2070,Family’s Euphemism For Genitals Really Weird https://t.co/hE52v5t9ki https://t.co/7DShhOLS4L,,The Onion,Twitter,Satirical
2071,Most Disgusting Towel Spends Final Days Relegated To Role As Bath Mat https://t.co/z9s2gDRxOR https://t.co/VvheEg4A8B,,The Onion,Twitter,Satirical
2072,Report: More Americans Forced To Sell Gold Pocket Watch In Order To Afford Set Of Fine Combs For Wife… https://t.co/7zIfKzbfS0,,The Onion,Twitter,Satirical
2073,Entire Shopping Mall Quietly Dreading Whatever Empty Stage Set Up For https://t.co/mkPecLwkCb https://t.co/VPNCZLtQLl,,The Onion,Twitter,Satirical
2074,Study Finds Americans Lead World In Ability To Justify Unnecessary Purchases https://t.co/3QwcHryAe5 https://t.co/puXNIhoqJ9,,The Onion,Twitter,Satirical
2075,Report: 15% Of Cars In Mall Parking Lots Occupied By Family Member Who Stormed Off After Fight… https://t.co/hNZwq1xWos,,The Onion,Twitter,Satirical
2076,Squirrel Who Really Chunked Out Unable To Look Neighborhood Residents In Eye https://t.co/BrWxCC3Ij3 https://t.co/LiKSJHDuLC,,The Onion,Twitter,Satirical
2077,"20,000 Sacrificed In Annual Blood Offering To Corporate America https://t.co/CT0Z8EGIto https://t.co/QZocs4AxPk",,The Onion,Twitter,Satirical
2078,Report: Shame Of Walking Out Without Buying Anything Drives 90% Of Purchases At Small Businesses… https://t.co/jDQIIC6gVZ,,The Onion,Twitter,Satirical
2079,"Congratulations! America’s Finest News Source has chosen to give you, and you alone, the rare opportunity to step i… https://t.co/PUwrOka0CE",,The Onion,Twitter,Satirical
2080,This Weekend's Onion Magazine: https://t.co/bgM8GcP2vs https://t.co/I3DslZ1mcE,,The Onion,Twitter,Satirical
2081,How To Make The Most Of Black Friday Shopping https://t.co/mOw36JEebQ,,The Onion,Twitter,Satirical
2082,Study: Many Obama Voters Switched To Trump Because Of Race https://t.co/GeDvCnRQvF #WhatDoYouThink? https://t.co/ULIdXWmOAK,,The Onion,Twitter,Satirical
2083,42 Million Dead In Bloodiest Black Friday Weekend On Record https://t.co/1JAse56b5M https://t.co/2MiyZDJTfX,,The Onion,Twitter,Satirical
2084,Woman Toys With Idea Of Getting Sister Something Nice They Can Do Together As Gift Before Settling On Candle… https://t.co/1hQdeoAL9s,,The Onion,Twitter,Satirical
2085,Report: You Have Been Selected To Make A Purchase At The Onion Store https://t.co/k6ZF5RCJyr https://t.co/F8V6Cnvsgs,,The Onion,Twitter,Satirical
2086,"‘Support Small Business’ Demands Sign In Window Of Boutique Open Five Hours A Day, Three Days A Week… https://t.co/azzujudxBM",,The Onion,Twitter,Satirical
2087,Half-Dressed Man Frantically Scrambles Out Of Home After Hearing Toyotathon Deals Won't Last Long… https://t.co/ngEB0G2MLq,,The Onion,Twitter,Satirical
2088,Thanksgiving Affords Nation Rare Opportunity To Eat Large Amounts Of Food While Watching Football… https://t.co/HoX2cFMWLg,,The Onion,Twitter,Satirical
2089,What are you thankful for this year? https://t.co/3UJfUiPryz #WhatDoYouThink https://t.co/zIXO2TWZmD,,The Onion,Twitter,Satirical
2090,Parents Officially Designate Upstairs Television For Anyone Who Doesn’t Want To Watch Thanksgiving Football… https://t.co/oaY7YIs1eu,,The Onion,Twitter,Satirical
2091,Hank's Having A Great Time In The Studio Alone On Thanksgiving https://t.co/lkfDCaqjVr,,The Onion,Twitter,Satirical
