,source_id,source_name,label,author,title,description,url,published_at,content
769,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,US attacks on Somalia's al-Shabab increase under Trump,"Since President Trump took power aerial attacks on al-Shabab have increased, writes the BBC's Tomi Oladipo.",https://www.bbc.co.uk/news/world-africa-46612542,2019-01-07T01:15:56Z,"Image caption
 Al-Shabab remains in control of large parts of central and southern Somalia despite US airstrikes
Donald Trump's presidency has coincided with a sharp rise in US-led airstrikes in Somalia and the trend is set to continue in 2019.
In a speech… [+6468 chars]"
770,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,The tech boss who smashed through barriers,"Therese Tucker, the founder of technology firm BlackLine, wasn't going to let any sexism hold her back.",https://www.bbc.co.uk/news/business-46604805,2019-01-07T00:20:08Z,"Image copyrightNeil G. Phillips
The BBC's weekly The Boss series profiles a different business leader from around the world. This week we speak to Therese Tucker, founder and chief executive of US financial software business BlackLine.
To set up and grow Bl… [+6198 chars]"
771,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Kevin Spacey in court to face charges of groping teenage bus boy,Spacey is accused of plying a teenage boy with alcohol before inappropriately touching him.,https://www.bbc.co.uk/news/world-us-canada-46785147,2019-01-07T16:02:37Z,"Image copyrightGetty ImagesImage caption
 The courthouse was packed as Spacey arrived from his private plane
Actor Kevin Spacey has appeared in court to face a charge of indecent assault and battery stemming from an allegation of groping in 2016.
The two-t… [+1423 chars]"
772,bbc-news,BBC News,Reliable,BBC News,Governor Gavin Newsom's sleepy son invades stage during speech,The two-year-old son of Gavin Newsom stole the show during his inauguration speech in Sacramento.,https://www.bbc.co.uk/news/av/world-us-canada-46791236/governor-gavin-newsom-s-sleepy-son-invades-stage-during-speech,2019-01-08T05:29:46Z,
773,bbc-news,BBC News,Reliable,BBC News,US-Mexico border wall row: Trump v Democrats,"The US president wants money to tackle illegal migration, but Democrats say he is 'manufacturing a crisis'.",https://www.bbc.co.uk/news/av/world-us-canada-46808117/us-mexico-border-wall-row-trump-v-democrats,2019-01-09T09:27:04Z,
774,bbc-news,BBC News,Reliable,BBC News,Shutdown struggles: 'My son wants to sell art to pay our bills',Three workers left unpaid by the US shutdown tell how they're struggling to settle the bills.,https://www.bbc.co.uk/news/av/world-us-canada-46815797/shutdown-struggles-my-son-wants-to-sell-art-to-pay-our-bills,2019-01-10T01:22:01Z,VideoThree workers affected by the US government shutdown on how they're coping with the prospect of no pay.
775,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Kim Jong-un leaves China with 'backing for second Trump summit',"Chinese President Xi Jinping said he hoped the two leaders ""meet each other halfway"", state media reported.",https://www.bbc.co.uk/news/world-asia-46819018,2019-01-10T01:54:10Z,"Image copyrightReutersImage caption
 A train believed to be carrying the North Korean leader departs Beijing Railway Station on Wednesday
After his surprise visit to China, North Korean leader Kim Jong-un left with backing for a possible second summit with … [+1122 chars]"
776,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Ford to cut thousands of jobs in turnaround plan,The carmaker Ford announces plans for a major shake-up of operations in the UK and mainland Europe.,https://www.bbc.co.uk/news/business-46821571,2019-01-10T10:05:42Z,"Image copyrightGetty Images
Carmaker Ford has announced plans for a major shake-up of its operations in the UK and mainland Europe.
It is expected to lead to thousands of job losses across the continent, although the immediate impact on its UK operations is… [+2005 chars]"
777,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Failed redaction reveals Paul Manafort's 'lies to FBI',Paul Manafort's alleged lies to investigators are revealed in improperly redacted new court filings.,https://www.bbc.co.uk/news/world-us-canada-46804127,2019-01-08T22:30:22Z,"Image copyrightReutersImage caption
 Paul Manafort resigned as chair of President Trump's election campaign after two months
Details of former Trump campaign chief Paul Manafort's alleged lies to investigators have been revealed in improperly redacted new c… [+4405 chars]"
778,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Finnish town backs youth curfew,A town in Finland has backed a controversial curfew for young people.,https://www.bbc.co.uk/news/blogs-news-from-elsewhere-46796316,2019-01-08T17:29:01Z,"Image copyrightwww.laitila.fiImage caption
 Laitila is not the first Finnish town to try a youth curfew
A town in south-western Finland has introduced a controversial evening curfew on children and teenagers of school-age.
Laitila council insists that the … [+3222 chars]"
779,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,The strange normality of life in a breakaway state,Things aren't always simple for the millions who live in places that aren't considered real nations.,https://www.bbc.co.uk/news/world-europe-46510917,2019-01-11T01:11:58Z,"Image copyrightGetty Images
A postal address is the marker that identifies our home's place in the world. The last line designates our country, from Afghanistan to Zimbabwe. 
But for a few million people worldwide, that last line of the address is a problem… [+7540 chars]"
780,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,"Venlo WW2 explosive: Don't lie down on bombs, Dutch warned",The warning comes after a man covers a WW2 explosive device with his body for hours in Venlo.,https://www.bbc.co.uk/news/world-europe-46828770,2019-01-10T15:28:33Z,"The Dutch public have been warned it is ""strictly ill-advised to lie down on a bomb"", after a man did just that for about three hours.
The man came across an unexploded World War Two device while gardening in the town of Venlo on Wednesday.
When it started … [+1196 chars]"
781,bbc-news,BBC News,Reliable,BBC News,Stricken inflatable boat faces cruise ship head on,Four passengers aboard an inflatable boat in a New Zealand harbour have a lucky escape.,https://www.bbc.co.uk/news/av/world-asia-46822521/stricken-inflatable-boat-faces-cruise-ship-head-on,2019-01-10T16:20:21Z,VideoFour passengers aboard an inflatable boat in a New Zealand harbour had a near miss with a huge cruise liner.
782,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Israeli mining company unearths rare mineral,A new mineral found in Israel has only previously been known to exist in outer space.,https://www.bbc.co.uk/news/blogs-news-from-elsewhere-46816297,2019-01-10T16:43:27Z,"Image copyrightShefa YamimImage caption
 Polished carmeltazite: The mineral's rarity will make gemstones pricey
A mineral - previously only known to exist in outer space - has been found on Earth by an Israeli mining company, Israeli newspaper Haaretz repor… [+1596 chars]"
783,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Florida pardons wrongly accused Groveland Four after 70 years,Four black men wrongly accused of raping a white teenager in 1949 are granted pardons by the state.,https://www.bbc.co.uk/news/world-us-canada-46847001,2019-01-12T00:19:22Z,"Image copyrightGetty ImagesImage caption
 One of the pardoned men, Walter Irvin, speaks to his lawyers during his retrial in 1952
Four black men who were wrongly accused of raping a white teenager in Florida 70 years ago have been pardoned.
Officials voted… [+1776 chars]"
784,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Taiwan man fined for sending cat in post,"A man has been fined for violating animal protection laws, after he sent a cat in the post.",https://www.bbc.co.uk/news/blogs-news-from-elsewhere-46840201,2019-01-11T12:27:05Z,"Image copyrightTaipei City Government Animal Protection OfficeImage caption
 Staff at an animal shelter in New Taipei City were shocked to discover a package delivered by courier contained this cat
A man has been fined in Taiwan for sending a cat that he no… [+1942 chars]"
785,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Ram Rahim Singh: India guru guilty of journalist's murder,"Gurmeet Ram Rahim Singh, in prison for abusing followers, is found guilty of murdering a journalist.",https://www.bbc.co.uk/news/world-asia-46838630,2019-01-11T17:14:39Z,"Image copyrightAFPImage caption
 Gurmeet Ram Rahim Singh is already serving a 20-year prison sentence for rape
An Indian guru who is already in jail for rape has been convicted for the 2002 murder of a journalist.
Gurmeet Ram Rahim Singh, leader of the Der… [+2217 chars]"
786,bbc-news,BBC News,Reliable,BBC News,Rahaf al-Qunun: Saudi teen refugee arrives in Canada,A Saudi teenager who fled her family and refused to leave her hotel room has arrived in Canada.,https://www.bbc.co.uk/news/av/world-us-canada-46852853/rahaf-al-qunun-saudi-teen-refugee-arrives-in-canada,2019-01-12T18:23:19Z,
787,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Stabbed Polish mayor dies in hospital,"Mayor of Polish city who was stabbed onstage at a charity event dies of his injuries, Gdansk hospital says",https://www.bbc.co.uk/news/world-europe-46867286,2019-01-14T13:47:00Z,"The mayor of the Polish city of Gdansk has died in hospital after being stabbed at a charity event, hospital officials say.
Pawel Adamowicz, 53, was attacked on stage in front of hundreds of people on Sunday.
He was hospitalised for serious abdominal injuri… [+382 chars]"
788,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Greek government crisis over Macedonia name change,The prime minister says he will call a confidence vote after a split in the ruling coalition.,https://www.bbc.co.uk/news/world-europe-46855088,2019-01-13T12:59:23Z,"Image copyrightAFPImage caption
 Mr Tsipras may be counting on a split within the junior coalition party
Greek Prime Minister Alexis Tsipras has said he will call a confidence vote after his governing coalition split over the Macedonia name change. 
Defenc… [+2081 chars]"
789,bbc-news,BBC News,Reliable,BBC News,Saudi Prince Turki al-Faisal on Saudi-US relationship,"Prince Turki al-Faisal, a senior member of the Saudi royal family, spoke to the BBC about the current Saudi-US relationship.",https://www.bbc.co.uk/news/av/world-middle-east-46858766/saudi-prince-turki-al-faisal-on-saudi-us-relationship,2019-01-13T20:28:28Z,
790,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Artwork with Saudi Arabia flag removed from Ground Zero,A sculpture featuring the flag drew complaints after being installed near New York's Ground Zero.,https://www.bbc.co.uk/news/world-us-canada-46861593,2019-01-14T18:05:33Z,"Image copyrightReutersImage caption
 The artwork was installed in the World Trade Centre complex last month
A sculpture that partly features the Saudi flag is being removed from the site of the 9/11 terror attack.
The artwork, Candy Nations, shows a series… [+1730 chars]"
791,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Republican Steve King ousted from House panels over race remarks,Steve King faces mounting criticism for asking why terms like white supremacy are controversial.,https://www.bbc.co.uk/news/world-us-canada-46872613,2019-01-15T02:27:26Z,"Image copyrightReuters
US Republican Steve King has been stripped of his congressional committee seats over comments he made about white supremacy.
Republican leaders in the US House of Representatives voted to remove the Iowa congressman from the Judiciary… [+1874 chars]"
792,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Spain toddler stuck in deep borehole near Málaga,Rescuers try to locate the two-year-old boy who fell down the 100m hole near Málaga.,https://www.bbc.co.uk/news/world-europe-46862385,2019-01-14T15:21:41Z,"Image copyrightGetty ImagesImage caption
 The rescue effort began on Sunday and went on through the night
Rescuers in southern Spain are trying to find a two-year-old boy who fell down a borehole more than 100m (328ft) deep and just 25cm (10in) wide.
The s… [+807 chars]"
793,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Africa by Toto to play on eternal loop 'down in Africa',A sound installation is set up in the continent's oldest desert in tribute to the 80s classic.,https://www.bbc.co.uk/news/world-africa-46861137,2019-01-14T16:56:03Z,"Media captionThe sound installation is somewhere in the Namib desert, which is 81,000 sq km
The world's oldest desert is to be blessed with one of the most listened-to songs - Africa by Toto.
Namibian artist Max Siedentopf has set up a sound installation in… [+1208 chars]"
794,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Russians fly orphan bear to new life,Russian volunteers have raised money to give an orphaned bear a new home.,https://www.bbc.co.uk/news/blogs-news-from-elsewhere-46862474,2019-01-14T17:15:50Z,"Image copyrightFacebookImage caption
 Mashka was saved by the kindness of strangers
Members of the Russian public have raised a large sum of money to fly a bear cub from one end of the country to the other, so that she can start a new life after poachers ki… [+3149 chars]"
795,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Huawei founder Ren Zhengfei denies firm poses spying risk,"The 74-year-old says China has never asked it to share ""improper information"" about its clients.",https://www.bbc.co.uk/news/technology-46875747,2019-01-15T10:54:37Z,"Image copyrightGetty ImagesImage caption
 Ren Zhengfei founded Huawei in 1987, since when it has become one of China's biggest companies
Huawei's founder has denied Chinese authorities have ever asked his company to help spy on its clients.
Ren Zhengfei wa… [+3463 chars]"
796,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,"Flight attendant smuggled drugs in 'highly organised' ring, police say","The flight attendant smuggled drugs into Australia for a ""highly organised"" group, police say.",https://www.bbc.co.uk/news/world-australia-46886799,2019-01-16T05:31:11Z,"Image copyrightAUSTRALIAN FEDERAL POLICEImage caption
 Police say the drugs were smuggled by a flight attendant
Australian police say they have busted a ""highly organised"" drug ring which allegedly used a flight attendant to smuggle drugs into the country. … [+1282 chars]"
797,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Malaysia revises 'victim-shaming' school text book,The book for nine year olds said girls face rejection and shame if they don't protect their modesty.,https://www.bbc.co.uk/news/world-asia-46888332,2019-01-16T10:38:19Z,"Image copyrightGetty ImagesImage caption
 The school textbook told girls to dress modestly or risk being rejected by their friends
Malaysia's Education Ministry has said it shouldn't have published an infographic in a school textbook that said girls must pr… [+2690 chars]"
798,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Spain Totalán search: Hair found in search for boy in well,"As rescuers try to reach a missing two-year-old in Spain, DNA tests confirm he fell down a borehole.",https://www.bbc.co.uk/news/world-europe-46892362,2019-01-16T13:48:06Z,"Image copyrightEPAImage caption
 The boy's hair was found amongst debris pulled out of the hole on Sunday
Rescuers trying to find a two-year-old boy missing in southern Spain since Sunday have found hair inside a 100m (330ft) borehole and DNA tests confirm … [+2737 chars]"
799,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Ahmed Hussein-Suale: Ghana journalist shot dead,"Undercover journalist Ahmed Hussein-Suale, who collaborated with the BBC, was killed as he drove home.",https://www.bbc.co.uk/news/world-africa-46902748,2019-01-17T11:12:08Z,"Media captionAhmed Hussein-Suale investigated corruption in Ghanaian football
A Ghanaian undercover journalist has been shot dead as he drove home, after a politician called for retribution against him. 
Local media reports say unidentified men on motorbike… [+1231 chars]"
800,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Malta airlifts newborn and mother from migrant ship,The island also denies having refused food to 300 other rescued migrants it did not allow in.,https://www.bbc.co.uk/news/world-europe-46662217,2018-12-22T20:33:50Z,"Image copyrightAFPImage caption
 The baby was taken to hospital in Malta after being born three days earlier on a beach in Libya
Malta has airlifted a newborn and his mother from a Spanish migrant rescue ship and rejected accusations that it had refused foo… [+2383 chars]"
801,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Trump to boy: Do you believe in Santa?,The US president asked the question to a child who called the White House on Christmas Eve.,https://www.bbc.co.uk/news/world-us-canada-46678124,2018-12-25T02:29:55Z,"Image copyrightEPAImage caption
 Children from around the US called to speak to the president and his wife on Christmas Eve
There are some questions no-one should ever ask.
""What does this red button do?""
""What do people say about me?""
""Do you believe in… [+1708 chars]"
802,bbc-news,BBC News,Reliable,BBC News,Priest learns sign language to make sermons more inclusive,A pastor in Belarus wants his congregation to get the word of God from him and not through an interpreter.,https://www.bbc.co.uk/news/av/world-europe-46676990/priest-learns-sign-language-to-make-sermons-more-inclusive,2018-12-25T00:02:06Z,
803,bbc-news,BBC News,Reliable,BBC News,Parkour's leading lady Silke Sollfrank on quitting gymnastics,Silke Sollfrank is a professional athlete who turned her back on gymnastics and found parkour.,https://www.bbc.co.uk/news/av/world-europe-46638640/parkour-s-leading-lady-silke-sollfrank-on-quitting-gymnastics,2018-12-26T00:03:35Z,
804,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Argentine woman abducted in 1980s freed in Bolivia,The woman seized about 32 years ago by people traffickers was rescued in Bolivia after a tip-off.,https://www.bbc.co.uk/news/world-latin-america-46682664,2018-12-25T23:00:47Z,"Image copyrightArgentine policeImage caption
 The rescued woman (second left) and her son (second right) are escorted by police officers
An Argentine woman seized in the 1980s by people traffickers has been reunited with her family in a joint operation by A… [+655 chars]"
805,bbc-news,BBC News,Reliable,BBC News,"Cloud of smoke covers city of Toluca, Mexico after warehouse fire",A massive cloud of thick black smoke engulfed the city of Toluca after a warehouse fire.,https://www.bbc.co.uk/news/av/world-latin-america-46611026/cloud-of-smoke-covers-city-of-toluca-mexico-after-warehouse-fire,2018-12-18T16:31:39Z,
806,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Lula jailing: Brazil judge ruling offers hope to ex-president,The judge issued a ruling that could see former President Luiz Inácio Lula da Silva released from jail.,https://www.bbc.co.uk/news/world-latin-america-46626924,2018-12-19T21:52:34Z,"Image copyrightReutersImage caption
 Lula is currently facing 12 years in jail
A supreme court judge in Brazil has issued a ruling that could see former President Luiz Inácio Lula da Silva released from jail.
Justice Marco Aurélio Mello said any convicted … [+3488 chars]"
807,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Morocco murders: Three arrested over 'bestial' tourist killings,The murder of two young women from Norway and Denmark is now being treated as a terror attack.,https://www.bbc.co.uk/news/world-europe-46632182,2018-12-20T11:32:27Z,"Image copyrightAFP / FacebookImage caption
 Maren Ueland, left, and Louisa Vesterager Jespersen were found dead in a popular tourist area
The ""bestial"" murder of two young women in Morocco is being investigated as a terror attack, Danish Prime Minister Lars… [+2116 chars]"
808,bbc-news,BBC News,Reliable,BBC News,The DNA genealogy test that revealed a family secret,Robin Christ took a genealogy test to learn about her ethnic background but discovered a family secret.,https://www.bbc.co.uk/news/av/world-us-canada-46627617/the-dna-genealogy-test-that-revealed-a-family-secret,2018-12-19T22:42:05Z,
809,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Trump supporters' anger at his 'retreat' on border wall,The Republican president is accused of caving on his key campaign promise following a budget deal.,https://www.bbc.co.uk/news/world-us-canada-46637773,2018-12-20T15:13:08Z,"Image copyrightAFP
Supporters of US President Donald Trump have turned on him after he was denied a possible last chance to secure funding for his planned border wall.
Late on Wednesday, the US Congress approved a bill to keep federal agencies funded until … [+2612 chars]"
810,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Brazil gun laws: Bolsonaro vows to loosen ownership rules,Incoming President Jair Bolsonaro says he plans to sign a decree to allow more people to own guns.,https://www.bbc.co.uk/news/world-latin-america-46710862,2018-12-29T21:37:33Z,"Image copyrightAFP/Getty ImagesImage caption
 Practice at a Rio de Janeiro gun club: shares in one manufacturer have recently jumped
Brazil's incoming far-right president has said he will seek to issue a decree loosening the country's gun laws.
Jair Bolson… [+3230 chars]"
811,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Sabarimala: Indian women make history by entering temple,The Hindu temple in Kerala had previously been closed to women between the ages of 10 and 50.,https://www.bbc.co.uk/news/world-asia-india-46733750,2019-01-02T06:17:04Z,"Image copyrightKaviyoor SantoshImage caption
 Bindu Ammini is the first woman under 50 to enter the shrine
Two Indian women in their 40s have made history by entering a prominent Hindu shrine in the southern state of Kerala, after months of protests against… [+2330 chars]"
812,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Pennsylvania cop ends armed standoff with White Christmas rendition,A police officer in Pennsylvania brings a standoff to a close with his rendition of White Christmas.,https://www.bbc.co.uk/news/world-us-canada-46705205,2018-12-28T18:25:43Z,"Image copyrightGetty ImagesImage caption
 The police negotiator sang four verses of the festive classic White Christmas (file image)
A successful police negotiator needs some key qualities. Calmness under pressure, a reassuring presence, and a knack for lis… [+1445 chars]"
813,bbc-news,BBC News,Reliable,BBC News,Australian cane toads hitch ride on python's back,"Paul Mock filmed the toads riding the python after a thunderstorm in Kununurra, Western Australia.",https://www.bbc.co.uk/news/av/world-asia-46720030/australian-cane-toads-hitch-ride-on-python-s-back,2018-12-31T10:20:44Z,"VideoPaul Mock filmed the toads riding the python as they fled rising waters on his property after a thunderstorm in Kununurra, Western Australia."
814,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,French revellers spend New Year's Eve trapped on fair ride,A helicopter rescued eight French people after eight hours spent 52 metres (171ft) above Rennes.,https://www.bbc.co.uk/news/world-europe-46728115,2019-01-01T12:16:08Z,"Image copyrightAFP/GettyImage caption
 A helicopter was eventually called in to rescue the trapped revellers
It's not the best way to spend New Year's Eve, but it's certainly an unforgettable one. 
Eight French people have been rescued by helicopter after … [+1032 chars]"
815,bbc-news,BBC News,Reliable,BBC News,Magnitogorsk: Russian rescuers pull baby from rubble,"An 11-month-old baby is pulled from the rubble of a collapsed block of flats in Magnitogorsk, Russia.",https://www.bbc.co.uk/news/av/world-europe-46730821/magnitogorsk-russian-rescuers-pull-baby-from-rubble,2019-01-01T16:08:07Z,
816,bbc-news,BBC News,Reliable,BBC News,Hussein Suleiman: the Somali refugee blending African and Dutch cultures,Hussein Suleiman moved to the Netherlands as a Somali refugee and now he aims to blend together African and Dutch cultures through his brand.,https://www.bbc.co.uk/news/av/world-africa-46641669/hussein-suleiman-the-somali-refugee-blending-african-and-dutch-cultures,2018-12-22T14:42:26Z,
817,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Argentina radio host ordered to have feminists on show,"Angel ""Baby"" Etchecopar must give guests 10 uninterrupted minutes to speak each week for five months.",https://www.bbc.co.uk/news/world-latin-america-46667636,2018-12-23T18:42:57Z,"An Argentine radio host accused of misogynist diatribes has been ordered to host a feminist guest every week for five months as part of a deal with prosecutors, reports say.
Angel Etchecopar must not interrupt his guests for 10 minutes, nor can he criticise … [+1810 chars]"
818,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,"US shutdown could stretch into January, Trump aide warns",A Trump aide says deadlock over federal budget spending could drag on until the next Congress.,https://www.bbc.co.uk/news/world-us-canada-46668944,2018-12-23T22:52:02Z,"Image copyrightAFPImage caption
 The National Archives building in Washington has been shut down by the dispute
A partial US government shutdown over budget spending could continue right up to the opening of the next Congress on 3 January, a Trump aide has … [+3941 chars]"
819,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,JD.com chief Liu Qiangdong will not face rape charges,"Liu Qiangdong, head of e-commerce site JD.com, will not be charged after his arrest in September.",https://www.bbc.co.uk/news/world-asia-china-46652347,2018-12-21T20:46:30Z,"Image copyrightGetty ImagesImage caption
 Mr Liu's status as a ""wealthy, foreign businessman"" had nothing to do with the decision, prosecutors said
Liu Qiangdong, the chief executive of Chinese e-commerce company JD.com, will not face sexual assault charges… [+1622 chars]"
820,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Argentine woman abducted in 1980s freed in Bolivia,The woman seized about 32 years ago by people traffickers was rescued in Bolivia after a tip-off.,https://www.bbc.co.uk/news/world-latin-america-46682664,2018-12-25T23:00:47Z,"Image copyrightArgentine policeImage caption
 The rescued woman (second left) and her son (second right) are escorted by police officers
An Argentine woman seized in the 1980s by people traffickers has been reunited with her family in a joint operation by A… [+655 chars]"
821,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Brazil gun laws: Bolsonaro vows to loosen ownership rules,Incoming President Jair Bolsonaro says he plans to sign a decree to allow more people to own guns.,https://www.bbc.co.uk/news/world-latin-america-46710862,2018-12-29T21:37:33Z,"Image copyrightAFP/Getty ImagesImage caption
 Practice at a Rio de Janeiro gun club: shares in one manufacturer have recently jumped
Brazil's incoming far-right president has said he will seek to issue a decree loosening the country's gun laws.
Jair Bolson… [+3230 chars]"
822,bbc-news,BBC News,Reliable,BBC News,Australian cane toads hitch ride on python's back,"Paul Mock filmed the toads riding the python after a thunderstorm in Kununurra, Western Australia.",https://www.bbc.co.uk/news/av/world-asia-46720030/australian-cane-toads-hitch-ride-on-python-s-back,2018-12-31T10:20:44Z,"VideoPaul Mock filmed the toads riding the python as they fled rising waters on his property after a thunderstorm in Kununurra, Western Australia."
823,bbc-news,BBC News,Reliable,BBC News,Priest learns sign language to make sermons more inclusive,A pastor in Belarus wants his congregation to get the word of God from him and not through an interpreter.,https://www.bbc.co.uk/news/av/world-europe-46676990/priest-learns-sign-language-to-make-sermons-more-inclusive,2018-12-25T00:02:06Z,
824,bbc-news,BBC News,Reliable,BBC News,Parkour's leading lady Silke Sollfrank on quitting gymnastics,Silke Sollfrank is a professional athlete who turned her back on gymnastics and found parkour.,https://www.bbc.co.uk/news/av/world-europe-46638640/parkour-s-leading-lady-silke-sollfrank-on-quitting-gymnastics,2018-12-26T00:03:35Z,
825,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,What does China want to do on the Moon's far side?,What China's Chang'e-4 mission could tell us about the far side of the Moon.,https://www.bbc.co.uk/news/science-environment-46748602,2019-01-04T00:03:10Z,"Image copyrightCNSA/AFPImage caption
 The first close up pictures of the far side of the Moon
What will China's Chang'e-4 mission learn about the far side of the Moon? Here are a few things the mission is designed to do.
Learn about the Moon's history
No … [+4726 chars]"
826,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,US shutdown: Trump digs in as he meets congressional leaders,Top lawmakers meet the president in a bid to resolve the wall dispute and reopen the US government.,https://www.bbc.co.uk/news/world-us-canada-46763940,2019-01-04T17:01:45Z,"Image copyrightEPAImage caption
 Democratic House Speaker Nancy Pelosi (C) poses with an all-time high of 102 women serving in the lower chamber
The White House says the president ""isn't going to back off"" as he meets congressional leaders for talks on the … [+2072 chars]"
827,bbc-news,BBC News,Reliable,BBC News,Tropical storm Pabuk hits southern Thailand,It is predicted to be the worst storm to hit southern Thailand in 30 years.,https://www.bbc.co.uk/news/av/world-asia-46764090/tropical-storm-pabuk-hits-southern-thailand,2019-01-04T16:24:12Z,
828,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,DR Congo election: Government blocks 'pro-opposition TV',The authorities stop broadcasts of Canal Congo accusing it of announcing results from Sunday's poll.,https://www.bbc.co.uk/news/world-africa-46747352,2019-01-03T11:41:17Z,"Image copyrightReutersImage caption
 Officials are compiling the results from Sunday's election
The Democratic Republic of Congo has blocked the signal of a TV station seen as close to the opposition.
Government spokesman Lambert Mende accused Canal Congo … [+4019 chars]"
829,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Love Will Keep Us Together star Daryl Dragon dies,"Musician Daryl Dragon, one half of Captain & Tennille, had a hit with Love Will Keep Us Together.",https://www.bbc.co.uk/news/entertainment-arts-46745209,2019-01-03T11:22:47Z,"Image copyrightGetty ImagesImage caption
 Daryl Dragon and Toni Tennille, aka Captain &amp; Tennille, married in 1975
Brian Wilson of the Beach Boys had led tributes to Daryl Dragon, the singer and pianist who achieved fame as half of musical duo Captain &a… [+1596 chars]"
830,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Jazmine Barnes: Texas police release sketch of drive-by gunman,A large manhunt is underway for a white male who shot dead seven-year-old Jazmine Barnes.,https://www.bbc.co.uk/news/world-us-canada-46757699,2019-01-04T11:01:53Z,"Image copyrightHarris County Police Image caption
 The suspect is described as having blue eyes and pale skin
Police in Texas have released a composite sketch of the suspect wanted in connection with the murder of a seven-year-old girl.
Jazmine Barnes was … [+2646 chars]"
831,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,"Who is Paul Whelan, ex-US Marine held in Russia?",The former US Marine has been detained in Russia on suspicion of spying.,https://www.bbc.co.uk/news/world-us-canada-46757119,2019-01-04T10:42:55Z,"Image copyrightFamily handout/EPA
According to the Russian authorities, he is a US spy. According to his family, he is simply a man who wanted to attend a friend's wedding.
So what do we know about Paul Whelan, the 48-year-old who could face years in prison… [+3108 chars]"
832,bbc-news,BBC News,Reliable,BBC News,New York skyline turns blue,The strange skyline over the borough of Queens had New Yorkers scratching their heads.,https://www.bbc.co.uk/news/av/world-us-canada-46697959/new-york-skyline-turns-blue,2018-12-28T05:15:57Z,
833,bbc-news,BBC News,Reliable,https://www.facebook.com/bbcnews,Pennsylvania cop ends armed standoff with White Christmas rendition,A police officer in Pennsylvania brings a standoff to a close with his rendition of White Christmas.,https://www.bbc.co.uk/news/world-us-canada-46705205,2018-12-28T18:25:43Z,"Image copyrightGetty ImagesImage caption
 The police negotiator sang four verses of the festive classic White Christmas (file image)
A successful police negotiator needs some key qualities. Calmness under pressure, a reassuring presence, and a knack for lis… [+1445 chars]"
